Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference,AgeGroup
2,23944,1,0,1,2539,1,132,83,3,1,0,0,2
0,28341,0,4,0,3595,2,231,255,1,0,0,1,3
1,16370,2,7,2,1416,1,252,173,3,0,1,0,2
2,22232,1,9,1,2657,0,199,99,3,0,0,0,0
1,16022,3,1,3,1329,1,43,143,0,0,1,0,3
0,35133,2,3,2,130,2,204,270,1,1,0,0,1
2,20735,3,5,1,3790,1,19,122,2,1,1,1,0
2,40328,3,6,3,4366,2,250,26,2,1,1,0,0
0,4594,3,2,3,1600,1,211,228,3,0,0,0,3
0,1568,1,2,2,4083,2,208,271,2,0,0,0,1
2,782,1,2,0,3373,0,287,74,1,0,0,0,0
2,33439,3,9,3,1903,0,122,199,1,0,1,0,3
2,24521,3,6,3,69,0,123,200,3,1,0,0,2
0,34001,3,0,0,2991,1,36,32,3,1,0,0,0
1,20416,0,8,2,1175,0,209,156,3,0,1,0,0
2,23354,2,8,1,4219,0,286,167,3,1,0,0,3
0,13248,1,8,3,3835,2,140,236,0,1,0,0,1
2,18014,0,2,3,346,0,57,202,2,0,1,0,0
0,7197,0,0,2,4367,2,3,167,1,1,1,0,1
2,40210,0,7,2,4072,1,171,219,1,0,1,0,1
0,33737,1,5,0,3892,1,104,93,2,1,1,0,2
0,34965,0,9,0,316,2,184,199,3,1,1,1,1
2,34557,1,0,1,4289,2,56,56,3,0,1,0,2
0,26177,2,2,3,2614,0,284,120,2,0,1,0,0
0,35101,0,4,2,498,1,137,247,2,0,0,0,3
0,34094,1,6,2,1306,1,7,1,0,1,0,0,0
0,32809,3,8,3,2233,1,115,17,3,1,1,0,1
0,31983,2,1,0,4347,2,268,27,2,0,1,0,2
0,30289,3,2,2,3097,1,52,241,1,0,1,0,1
0,21975,0,7,2,213,0,166,126,1,1,0,0,2
0,511,0,2,3,2825,0,218,14,2,0,0,0,1
2,22391,1,3,0,1549,1,170,111,1,1,0,0,3
0,28816,3,1,0,4414,2,263,240,2,1,0,0,1
1,15215,1,2,0,3529,1,247,21,1,1,0,0,1
2,4244,0,2,1,903,1,257,103,0,0,1,0,2
2,12313,0,2,2,1116,1,133,82,2,1,0,0,0
1,35869,1,3,3,664,2,72,203,2,0,1,0,0
0,27891,0,8,3,3336,2,292,202,2,0,1,0,1
1,14622,0,5,3,2668,0,242,54,2,1,1,0,2
1,741,2,3,3,3501,1,91,284,2,1,0,0,0
1,33424,3,4,1,1390,0,214,268,0,0,1,1,0
2,38010,2,2,3,2744,0,121,189,1,0,1,0,1
0,39939,0,0,0,2698,0,141,209,2,0,1,1,2
2,13604,2,6,3,4357,0,54,114,3,0,1,0,0
0,10650,1,6,0,929,2,246,184,3,0,1,0,0
1,14422,3,4,1,2919,1,163,152,0,1,0,0,3
2,36681,0,2,1,1719,1,41,261,2,0,0,1,0
0,6857,3,5,2,3922,0,222,133,2,0,0,0,0
0,16249,3,2,0,2997,2,117,112,2,1,1,0,3
1,15716,0,1,1,664,1,136,194,1,0,1,1,3
2,21717,1,2,2,2561,1,116,129,0,0,0,0,2
2,24079,2,3,3,803,0,95,279,1,0,1,0,3
2,16950,3,8,0,1323,1,285,41,0,0,1,0,0
2,6693,3,7,2,1792,1,74,127,2,1,1,0,1
2,3042,1,5,3,873,2,81,260,2,0,0,0,1
2,7529,0,2,3,1912,0,179,17,1,0,1,0,1
2,39361,1,5,3,1898,0,258,199,3,1,0,0,0
1,10962,1,4,1,2775,1,19,103,1,1,1,1,0
0,17189,1,8,3,1753,2,168,94,2,1,0,0,1
1,2834,1,0,1,3183,1,263,193,3,1,0,0,1
0,24342,1,7,2,3598,0,270,232,2,1,1,0,3
0,32158,0,5,0,1755,1,10,12,0,0,1,1,2
0,30218,0,3,2,2083,1,123,114,0,0,0,0,2
2,2559,1,2,2,2257,0,122,33,0,1,1,0,0
2,29599,1,1,3,3387,2,209,73,3,0,0,0,0
0,2850,2,8,0,2440,2,111,217,3,1,0,1,2
0,7260,1,6,2,2751,0,271,9,0,0,1,0,1
2,35009,2,9,1,256,0,167,174,1,0,1,1,3
2,14102,2,0,3,2426,1,286,150,3,0,0,0,3
0,23123,3,6,2,2422,0,292,244,2,0,1,0,0
0,33893,1,6,0,1001,0,22,36,2,0,0,1,2
1,652,0,0,0,3353,1,200,45,2,0,1,0,2
2,19883,0,8,1,3749,1,37,84,0,0,1,1,2
2,22381,3,3,0,1079,2,192,80,3,1,1,0,1
0,29205,1,8,3,3843,2,231,118,1,1,0,0,0
1,18424,0,9,3,3288,2,111,115,2,0,1,0,0
2,13150,1,8,0,3348,2,288,10,0,1,0,0,1
1,31538,1,0,2,3315,0,124,266,3,0,1,0,1
1,37195,2,1,2,4124,2,202,94,3,0,1,0,2
2,3507,0,0,2,1399,0,211,57,0,1,0,0,1
0,123,0,8,1,3948,2,212,34,3,1,0,0,3
1,27637,1,5,0,1356,1,195,209,2,1,1,1,1
0,13250,0,5,2,2112,0,281,150,1,1,0,0,1
2,2269,1,9,2,3300,0,183,118,3,1,0,0,0
1,9829,1,7,2,788,1,51,284,3,1,0,0,0
0,2296,1,2,0,787,1,134,19,1,1,1,0,2
1,40414,2,6,2,770,2,144,282,0,0,0,0,0
1,2312,1,1,1,1609,0,21,54,2,0,1,1,2
1,38986,1,9,1,3341,1,291,179,3,0,1,0,1
2,5830,1,9,0,2639,0,88,34,1,1,0,0,2
0,3892,2,4,0,2210,2,276,39,0,0,0,0,0
1,36280,2,0,2,3579,2,122,121,3,0,1,0,0
0,9351,1,9,1,110,2,205,268,2,1,1,1,3
2,12566,1,6,3,1465,1,2,33,0,1,1,0,2
1,21485,1,2,3,541,0,173,179,2,1,1,0,0
1,38741,1,7,2,4144,1,161,266,1,1,0,0,2
1,2105,0,2,1,3726,2,127,148,1,1,1,1,3
0,19523,3,6,3,3012,0,185,166,2,0,1,0,1
0,38541,0,2,2,1076,2,102,99,1,1,0,0,3
1,30916,2,7,1,3075,2,49,55,3,1,0,1,0
0,15640,3,9,2,3154,1,47,264,0,1,1,0,1
0,1926,3,3,0,3704,0,243,38,0,0,0,0,0
1,4066,2,3,2,3119,1,67,231,0,0,1,0,0
1,12239,3,9,1,2319,0,91,260,2,1,1,1,0
1,17934,2,5,2,3631,0,164,263,3,1,0,0,2
2,12858,0,0,0,547,0,10,120,1,0,0,1,0
1,37062,2,5,1,3786,0,114,221,3,1,1,1,2
1,15751,1,6,2,3836,0,20,170,1,1,0,0,2
1,35234,2,6,0,1967,2,84,34,2,0,0,0,2
1,19278,2,8,3,592,2,76,61,1,0,0,0,3
1,2379,2,5,0,3455,1,117,106,1,0,0,0,0
1,11983,1,0,2,2480,0,262,220,2,1,0,0,1
1,32118,3,2,1,43,1,271,69,1,1,1,0,0
1,36868,1,2,0,1292,2,280,145,1,1,1,0,0
2,34999,0,4,3,174,1,63,277,1,0,0,0,1
0,40423,2,2,0,2215,1,254,251,3,1,0,0,0
2,28849,2,8,2,4450,2,37,103,3,0,1,0,3
2,14560,3,3,0,1082,2,211,165,2,0,0,0,1
1,28311,3,8,1,4453,2,160,94,2,0,1,0,2
1,38266,2,1,1,976,0,90,194,2,0,1,1,0
1,22106,2,9,1,4318,2,235,116,1,0,0,0,2
1,2227,2,4,3,2624,2,87,57,0,0,0,0,1
0,18584,3,2,1,3470,1,48,52,0,1,1,1,0
0,29980,1,0,1,4246,1,184,266,0,1,1,1,0
2,11678,0,6,2,4273,2,291,71,2,1,1,0,2
0,12709,2,3,2,4300,2,227,125,3,1,0,0,1
2,13548,2,4,2,2012,0,92,208,2,1,0,0,0
1,4448,2,7,0,3551,2,73,41,3,1,1,0,2
2,28189,1,7,3,672,2,11,297,1,1,1,0,2
2,22403,2,8,0,2540,0,224,201,3,0,1,0,3
0,33422,3,8,2,3164,2,231,145,2,1,1,0,2
2,15147,2,5,1,1505,2,63,220,1,0,1,1,2
1,23604,0,8,1,2708,1,33,294,2,0,0,1,0
1,9290,0,6,1,80,2,129,47,3,1,0,0,0
1,25157,0,8,0,2823,2,47,81,3,1,0,1,0
1,18470,1,8,3,2680,2,29,231,3,1,0,0,0
0,49,1,1,0,11,2,278,222,2,1,1,0,0
2,17235,1,2,2,1794,1,118,268,3,0,0,0,0
2,17652,0,4,0,2251,0,118,62,1,0,0,0,1
2,16332,1,7,1,905,0,239,9,2,1,0,0,2
2,10725,2,5,1,141,1,144,7,1,0,1,0,3
1,7289,2,4,0,633,1,282,174,0,1,0,0,1
0,36313,1,8,3,1969,0,99,232,2,1,0,0,1
2,38613,3,2,2,138,0,38,161,1,1,1,0,0
2,24888,3,3,2,2563,1,285,106,3,0,1,0,2
0,19952,0,3,0,1432,1,213,159,2,1,1,0,1
2,15096,2,6,1,431,0,164,11,2,1,0,0,2
0,6836,1,0,3,3609,0,65,191,2,0,1,0,3
2,24708,2,3,2,3251,1,89,108,2,1,0,0,2
0,5891,2,9,2,4372,2,244,215,2,1,0,0,2
2,26669,1,6,0,3044,1,111,69,1,1,1,0,1
1,39778,3,0,2,2972,2,169,173,2,1,0,0,2
2,9657,3,5,1,560,1,47,164,1,1,1,1,3
1,6193,3,1,1,2342,0,17,98,0,1,1,1,0
0,38391,2,0,1,155,2,34,112,0,1,0,1,2
1,26222,2,1,1,634,2,299,283,2,0,1,0,2
2,31282,3,7,0,3080,0,212,232,3,1,0,1,1
1,29628,0,0,0,4007,1,63,120,1,0,1,1,2
1,9311,3,8,2,117,0,163,138,2,0,0,0,0
2,3196,2,3,0,1345,0,277,79,3,1,1,0,2
0,17898,2,4,2,2647,1,288,184,3,1,0,0,2
1,14530,2,9,3,1748,2,221,65,3,1,1,0,0
2,8107,3,9,3,3893,1,57,152,1,1,1,0,0
1,29556,2,1,3,3849,2,263,6,3,0,0,0,3
0,17750,3,0,1,3982,2,189,247,0,1,1,1,2
0,2993,2,2,3,3454,0,93,36,1,1,1,0,1
0,1365,1,8,3,1957,2,133,98,2,1,0,0,2
1,32391,0,6,1,1359,0,17,281,2,1,1,1,0
2,8934,3,6,3,3033,1,179,207,0,1,1,0,3
0,8038,0,1,3,82,2,105,225,2,0,1,0,3
2,15025,2,1,1,4006,2,223,188,3,0,0,0,0
0,4522,1,6,3,3390,2,80,41,2,0,0,0,1
1,16341,2,9,1,265,1,230,0,3,0,1,0,2
1,8494,1,9,2,1003,0,17,253,0,0,0,0,0
0,28719,1,1,0,1047,0,136,257,2,1,0,1,1
2,31452,2,5,2,907,1,236,262,1,1,0,0,1
2,7208,1,0,2,2396,0,164,259,3,0,0,0,3
0,21457,3,0,0,4331,0,55,47,3,0,0,0,2
1,21263,3,7,1,1892,2,27,129,1,0,0,1,3
2,36300,0,9,1,2541,2,134,68,1,0,1,0,2
2,30373,1,2,0,1605,0,83,69,2,0,0,0,0
1,2232,2,1,1,1129,1,148,14,3,1,1,0,0
2,21479,1,2,1,279,0,234,75,2,1,1,0,3
0,37556,0,4,3,3100,0,41,110,1,1,0,0,1
1,32750,2,0,2,3263,1,174,15,0,1,1,0,2
0,29369,2,0,2,3899,2,79,169,3,0,1,0,1
1,40147,3,3,0,834,1,10,5,2,1,1,0,0
0,31571,1,5,3,4078,0,221,70,0,0,1,0,1
0,3372,3,6,1,2571,1,243,284,3,1,0,1,0
0,5730,2,3,0,2210,2,128,73,1,0,0,0,1
2,17686,2,2,1,3289,1,151,182,1,0,0,1,3
2,4680,2,0,1,2842,2,256,252,1,0,0,0,2
0,15056,1,4,2,2807,2,254,161,0,1,1,0,2
0,10072,1,9,1,2955,0,159,62,1,1,0,0,0
1,17649,0,5,3,4121,0,32,182,2,1,0,0,1
2,32152,0,1,2,3080,0,17,68,3,0,1,0,3
0,7501,1,6,2,1152,0,108,172,3,1,0,0,3
2,28542,0,1,2,268,0,189,199,1,0,0,0,0
1,30775,1,7,3,1873,1,20,241,0,0,0,0,2
0,14624,3,0,2,664,0,143,75,0,0,0,0,3
2,14661,2,4,3,2119,0,8,126,0,1,1,0,3
1,24585,0,3,0,4418,1,39,88,2,1,0,1,2
0,20040,0,6,2,4071,2,200,26,1,0,1,0,0
2,24450,1,2,1,2983,0,143,162,3,0,0,1,3
1,17829,0,0,3,3399,0,59,207,2,1,0,0,0
1,4659,3,3,2,4388,0,209,122,3,1,1,0,3
2,34487,3,8,3,1701,1,204,257,2,0,0,0,0
0,32897,3,1,2,973,1,257,100,3,0,1,0,0
2,20581,0,8,1,2724,0,17,26,1,0,1,1,2
1,28038,3,6,2,816,1,210,60,2,1,0,0,0
1,35660,3,2,2,2966,0,130,249,2,0,0,0,0
0,19369,2,4,0,4194,2,77,261,0,1,0,1,0
2,16805,0,0,3,2396,1,28,17,3,1,0,0,2
0,23759,2,9,3,475,1,172,48,0,1,1,0,1
0,35591,3,4,3,2446,2,198,170,2,1,0,0,1
1,12512,3,8,3,1432,2,117,88,2,0,0,0,3
2,21071,2,0,3,1614,1,9,137,3,1,1,0,0
2,6304,1,1,1,1147,1,23,53,0,0,0,1,0
1,27439,3,1,3,4140,2,114,201,2,1,1,0,0
1,23838,0,6,1,2164,2,109,113,3,0,1,1,3
2,23325,0,6,0,3809,2,32,235,1,1,0,1,0
0,18178,3,9,1,2361,2,192,221,0,0,0,1,2
0,17129,1,5,0,2566,0,216,150,0,0,0,0,3
2,13002,0,9,2,729,2,164,72,1,0,0,0,1
0,16204,0,9,1,3648,0,136,195,0,0,0,1,0
0,3309,3,1,0,425,2,223,293,2,0,0,1,2
1,29120,3,2,3,1424,0,266,42,3,0,0,0,0
0,35851,0,9,3,1489,0,278,290,3,0,0,0,1
1,38356,1,6,2,3710,1,272,199,1,1,0,0,2
0,4076,3,1,0,3421,1,112,71,0,1,1,0,2
2,25889,2,7,0,3496,1,132,33,3,1,1,0,0
1,33674,3,8,3,596,2,55,157,3,1,1,0,1
2,18289,1,5,1,1727,1,194,11,0,0,1,0,3
1,33129,1,1,3,142,2,151,287,1,1,1,0,1
0,32802,1,9,3,1724,0,46,135,3,0,1,0,1
2,14495,3,3,1,2727,1,46,19,3,0,1,0,1
1,1009,2,1,1,2283,2,2,189,2,0,0,1,2
2,14916,1,2,2,2216,1,47,163,3,1,0,0,2
2,1861,3,6,2,2957,0,138,190,3,0,1,0,3
0,22278,0,4,2,1827,1,34,215,2,1,0,0,2
1,273,0,8,1,2133,1,125,268,1,0,1,1,2
0,27000,1,0,3,3422,2,140,56,0,1,1,0,1
2,7113,0,1,1,2427,1,20,167,3,1,0,1,1
1,32557,3,5,1,1531,2,93,91,2,1,0,0,3
2,23331,0,2,1,4407,1,41,227,0,0,1,1,1
2,13943,3,6,0,3544,1,11,146,3,0,1,1,2
1,26528,0,8,3,2626,1,283,163,3,1,0,0,2
2,28654,1,6,1,2615,0,115,127,2,0,1,1,1
1,29299,1,6,2,2731,0,272,214,1,0,0,0,2
1,15834,1,3,2,859,1,222,111,1,1,1,0,3
1,11089,0,5,3,4184,0,47,16,3,0,0,0,1
2,10362,0,3,2,1453,2,280,172,2,1,1,0,2
0,3483,2,7,2,1852,1,138,228,2,1,0,0,2
2,21318,3,0,0,4140,1,286,6,3,1,0,0,3
2,15743,3,2,1,2982,2,220,291,1,0,0,1,1
1,14740,1,5,2,4172,0,54,165,0,0,0,0,3
0,33596,1,2,2,2784,1,294,252,1,1,1,0,2
1,10427,3,7,0,1168,1,123,288,3,0,0,1,3
2,13020,1,6,2,3358,0,61,63,1,0,0,0,0
0,16655,0,4,1,2567,0,20,296,1,0,1,1,2
1,26965,0,6,0,3950,1,240,49,1,1,0,0,0
2,13234,2,8,0,244,1,45,164,1,1,1,1,1
2,40610,0,2,0,4246,1,199,189,1,1,1,0,2
0,30516,0,8,3,303,1,275,166,0,0,1,0,3
2,31211,1,6,2,3845,2,129,269,3,1,1,0,2
2,39610,0,7,2,1940,0,230,93,2,1,1,0,2
2,32487,1,1,1,3979,2,27,65,3,0,1,1,2
2,38952,3,9,0,1478,0,20,193,2,1,1,1,1
0,1804,0,2,1,4325,1,148,287,2,1,1,1,0
2,32595,0,7,0,922,0,248,122,2,1,0,0,1
2,28468,3,1,3,3321,0,118,161,2,1,0,0,2
2,6719,0,4,3,1175,1,48,85,0,0,0,0,2
0,10522,0,6,0,3691,0,166,130,1,0,0,0,1
0,29148,2,9,0,1590,0,292,42,1,0,1,0,0
1,13075,0,9,0,669,1,182,134,3,0,1,0,2
0,3169,3,0,0,314,2,183,274,2,1,0,1,3
2,27174,0,4,0,2956,2,259,195,0,0,0,0,1
0,16692,2,0,3,2660,2,133,130,0,1,1,0,0
0,35299,0,6,3,4367,0,99,286,0,1,0,0,0
0,20384,3,6,0,2269,1,21,15,2,0,0,0,3
2,78,3,0,3,1457,0,54,214,0,1,0,0,0
1,7080,0,0,2,1380,1,69,188,1,1,1,0,1
1,38188,3,9,3,1801,1,282,255,3,1,0,0,3
1,9247,3,5,2,3074,2,92,109,0,0,1,0,0
1,74,1,4,1,990,2,188,145,3,1,1,0,2
0,37010,0,8,0,4338,1,176,296,0,0,1,1,3
1,37914,0,8,1,3933,2,202,9,3,1,0,0,0
0,18340,2,0,2,694,0,13,160,2,1,1,0,1
0,15345,1,2,3,3557,0,192,287,2,1,1,0,3
1,26654,3,8,3,3468,0,238,51,1,1,0,0,1
2,28548,2,8,0,1669,1,172,55,1,1,0,0,2
1,9080,3,4,1,2557,0,36,271,3,0,1,1,2
1,17451,3,8,0,437,1,64,267,1,0,1,1,2
0,10373,1,0,1,782,2,124,260,0,1,0,1,3
0,13015,1,3,2,2321,0,153,46,0,1,0,0,3
1,11418,1,0,1,2323,2,59,288,3,1,0,1,2
1,39949,1,8,0,2248,0,284,299,2,0,1,1,1
2,24205,0,7,3,887,1,25,229,1,0,0,0,2
2,36850,1,8,3,2479,0,194,257,0,1,1,0,0
2,25814,3,7,0,4079,1,13,150,0,1,1,1,0
0,1459,1,8,0,2585,1,124,62,0,0,0,0,2
2,22223,0,9,0,423,1,140,184,1,0,0,1,2
0,3087,3,6,1,3890,1,222,132,0,1,0,0,2
0,15037,0,0,0,795,0,190,248,2,1,1,1,0
1,39198,3,3,1,479,0,4,84,1,0,0,1,3
2,3840,2,0,1,3551,2,268,241,2,0,0,0,0
1,10761,3,1,2,4354,1,294,22,3,0,1,0,2
1,5306,2,1,1,2216,0,190,101,3,0,1,0,3
0,34175,2,1,2,811,2,66,40,2,1,1,0,3
2,2193,0,5,2,3055,2,282,23,3,0,1,0,3
1,38527,0,2,2,1277,1,22,100,3,0,0,0,0
0,32116,0,1,1,2596,0,191,265,2,1,0,1,2
1,1672,3,3,0,881,0,105,177,1,0,0,1,1
2,5097,3,4,1,504,1,124,240,3,0,1,1,2
0,20680,2,8,1,2324,2,288,203,3,0,1,0,3
2,20090,3,4,0,3948,1,74,106,2,0,0,1,2
1,18741,3,5,1,1458,2,10,131,2,1,1,1,1
0,22763,3,3,0,2442,1,32,23,2,0,0,0,0
1,37658,2,5,3,1175,1,211,280,2,0,1,0,0
1,7338,0,5,3,3520,1,15,13,3,0,0,0,1
2,6072,2,4,3,1658,0,220,107,3,0,0,0,1
0,18236,3,7,2,284,0,43,131,3,0,0,0,1
1,5718,2,6,1,3814,2,45,3,1,0,0,0,3
2,2900,2,1,0,4118,1,73,275,3,1,0,1,1
2,35444,0,5,1,620,1,123,266,3,1,1,1,1
0,24124,0,9,2,133,2,62,105,0,1,1,0,0
1,16311,0,9,3,3752,1,86,32,1,0,0,0,3
0,20812,1,4,1,323,0,53,31,0,0,1,0,3
0,5493,3,3,0,2951,2,86,81,3,0,1,0,1
1,5941,2,9,0,1593,0,92,220,1,0,1,1,1
0,19423,3,1,2,1825,2,184,71,0,1,0,0,1
0,25296,0,0,3,3899,0,101,158,2,0,0,0,3
0,100,3,0,0,4283,1,25,149,3,1,0,1,2
2,17865,2,1,1,142,1,185,190,2,1,0,1,1
1,39441,3,1,1,2451,0,272,92,3,0,1,0,1
0,8649,2,9,3,1936,1,233,189,2,1,0,0,1
2,10096,1,8,0,4485,2,58,112,2,0,0,1,1
2,36985,3,7,0,1114,2,288,262,1,1,0,0,0
0,3925,3,1,3,1445,1,201,144,3,1,1,0,3
1,4435,0,2,2,129,0,121,170,0,0,0,0,3
2,3319,3,6,2,515,0,223,8,1,1,1,0,0
0,15585,1,4,1,2907,0,163,228,1,1,1,1,1
1,15536,2,5,2,1774,2,169,203,0,1,0,0,2
1,32186,3,1,2,2128,2,159,14,3,1,1,0,2
0,1032,2,8,3,3141,2,234,187,2,0,1,0,0
2,19596,2,5,1,2795,1,280,259,2,0,1,0,0
1,26417,1,7,0,4113,1,177,165,2,1,0,0,2
1,29313,3,8,3,4182,2,25,188,3,0,0,0,2
1,32017,2,3,1,2513,2,28,145,2,0,1,1,1
1,9607,3,1,2,4045,1,50,32,0,1,0,0,1
2,40534,3,7,2,3053,0,122,96,3,0,0,0,2
2,20563,2,0,2,2759,2,157,36,2,0,1,0,1
0,34828,3,0,0,3892,2,148,200,1,1,1,1,2
0,2102,1,2,2,2642,2,182,9,2,1,1,0,1
2,39312,1,2,2,1899,0,75,276,3,0,0,0,3
0,13757,0,3,1,1586,0,197,195,2,1,1,0,2
1,20165,0,5,1,3156,1,180,211,2,0,0,1,2
2,21090,1,1,1,1026,1,193,297,0,1,1,1,2
1,35960,2,6,1,3202,0,65,171,2,0,1,1,0
2,16603,0,9,1,3422,0,219,103,1,1,0,0,1
2,32329,1,4,1,623,0,239,17,3,0,1,0,3
0,17443,2,5,0,3604,2,295,31,1,1,0,0,0
2,26765,0,6,3,3076,2,178,15,1,0,1,0,1
0,36231,1,3,3,69,0,186,274,2,0,1,0,0
2,27255,2,7,3,3211,2,183,142,0,1,1,0,2
1,8089,3,7,0,4011,2,287,79,1,0,1,0,1
1,16293,0,1,3,931,1,89,8,0,1,0,0,2
1,22608,3,0,0,3391,2,75,60,2,1,0,0,2
1,16718,2,7,3,1245,0,262,206,1,0,0,0,2
1,35754,0,7,0,827,2,124,36,0,1,0,0,1
1,27644,3,4,1,3217,0,213,187,0,0,0,0,1
2,1827,2,7,0,1636,2,58,291,2,0,1,1,2
0,31046,0,3,0,2310,2,179,19,1,0,1,0,2
2,19887,3,1,0,3782,1,289,133,1,1,0,0,3
1,25574,3,3,0,462,2,3,81,0,0,0,1,0
1,23593,2,3,3,1655,0,257,121,0,0,0,0,2
2,3279,2,5,1,515,1,30,121,3,0,1,1,1
0,37586,3,5,1,4413,2,118,170,1,0,1,1,2
0,39886,3,5,0,756,0,168,197,1,0,0,1,2
0,4261,3,3,1,488,2,233,245,2,1,0,1,3
0,38956,1,9,3,3268,2,42,288,1,0,0,0,1
1,18492,2,1,3,2774,0,202,143,2,0,1,0,2
1,19783,1,9,1,3097,2,82,291,0,0,1,1,0
0,17202,3,4,3,817,0,285,165,1,0,0,0,0
2,30773,3,2,0,3134,2,129,60,1,1,1,0,3
2,8395,2,2,1,964,1,94,125,2,0,1,1,0
1,7599,3,3,3,752,1,282,269,0,1,0,0,1
2,6993,2,0,1,2428,0,222,65,1,1,0,0,1
1,20360,1,5,2,1067,2,185,16,1,1,0,0,2
1,29102,2,5,0,3976,1,151,33,0,1,0,0,2
0,33333,2,7,2,4378,0,171,35,1,1,1,0,3
0,13616,3,9,3,2796,1,202,148,0,0,0,0,0
0,36611,3,9,0,2898,0,171,6,1,1,0,0,0
0,24075,3,6,1,1825,2,292,237,2,0,1,0,0
0,22600,3,5,2,1239,0,280,20,0,0,0,0,2
0,6852,0,5,3,1684,0,102,150,3,0,1,0,2
2,10837,0,5,0,1931,1,186,38,1,1,1,0,0
0,25350,0,5,3,3101,1,80,22,1,0,0,0,2
0,18223,1,2,2,719,1,20,143,3,1,0,0,0
1,36247,3,7,1,211,0,9,297,0,1,0,1,2
1,32610,0,9,3,2267,2,281,278,3,1,0,0,1
0,17036,0,1,1,3190,0,66,133,1,0,0,1,2
1,35913,1,5,0,1919,1,287,191,3,1,0,0,1
2,34063,0,8,0,698,0,291,273,3,1,0,0,0
2,23753,0,5,3,334,1,62,132,3,0,0,0,1
2,9008,3,4,1,4025,0,1,65,3,1,0,1,2
2,37338,3,8,1,1760,0,248,109,2,0,0,0,3
0,40740,0,4,2,3664,2,106,264,3,0,1,0,0
2,33977,1,2,3,1651,1,143,1,1,1,0,0,0
2,34832,3,9,1,2689,0,194,13,1,1,0,0,0
2,14612,2,4,2,437,0,241,237,0,1,0,0,1
2,19451,3,5,1,1478,1,296,120,0,0,0,0,0
1,38088,0,8,0,1757,1,146,161,2,1,1,1,3
2,10786,3,9,2,3897,1,135,266,3,1,0,0,2
2,3355,0,6,3,1767,0,199,109,1,0,0,0,2
1,35807,3,3,1,1271,0,199,183,0,0,0,0,3
1,36775,3,8,1,4026,0,224,19,3,0,0,0,2
0,22021,2,5,3,2832,1,0,29,0,1,1,0,1
1,34476,0,1,1,2199,0,81,161,0,1,0,1,1
1,31210,0,4,1,4007,1,114,292,2,1,1,1,0
1,33154,1,0,2,3022,2,225,10,0,1,0,0,2
2,30196,1,1,1,1644,1,40,156,2,0,0,1,0
0,15213,1,9,3,2744,0,38,185,1,1,0,0,3
0,22840,3,3,0,1243,0,159,125,2,0,1,0,2
2,38954,2,8,2,96,2,26,221,3,1,0,0,3
0,10726,0,3,3,482,1,180,208,3,1,0,0,2
2,19176,0,7,0,462,2,237,87,3,1,1,0,1
1,38435,3,6,3,4007,1,24,49,3,1,1,0,2
2,38213,0,9,1,863,2,123,60,0,1,1,0,2
2,30392,2,7,2,3437,2,247,199,2,1,1,0,1
1,21203,3,6,3,2829,1,148,116,2,0,0,0,3
1,37277,1,4,2,3107,0,188,120,2,1,1,0,2
0,3342,1,7,2,132,0,167,97,3,0,0,0,2
2,31343,3,9,1,4229,0,66,257,1,1,0,1,3
1,15731,1,0,3,1723,2,52,180,3,1,0,0,0
0,2753,3,4,0,2065,1,287,266,3,0,1,0,1
2,9533,0,0,2,1288,2,29,28,1,0,0,0,0
1,12993,0,9,1,2659,1,135,211,1,0,1,1,3
1,17317,1,1,1,3310,1,58,167,0,0,0,1,0
2,27388,0,4,0,304,0,250,217,1,0,1,0,2
1,7224,1,7,1,3985,2,193,228,0,0,0,1,3
2,28223,1,3,2,3793,2,203,179,3,1,1,0,0
2,19769,3,8,3,3942,2,160,137,1,0,1,0,2
2,27305,2,3,0,1172,2,170,151,2,1,1,0,1
1,35169,2,1,2,4409,0,5,182,0,1,1,0,3
1,37305,2,2,0,1683,0,113,25,3,1,0,0,3
2,12067,3,3,2,2525,2,248,250,1,0,1,0,0
0,9722,0,5,0,2316,1,26,6,2,1,1,0,3
2,24801,1,9,0,2316,1,276,74,0,0,1,0,1
2,30898,0,7,1,2965,2,260,297,2,1,0,1,0
2,37002,1,5,1,3390,0,79,156,0,1,1,1,2
0,2240,0,9,2,36,2,104,173,2,0,1,0,3
1,11245,2,8,0,3223,2,179,201,1,1,0,1,2
1,14179,0,3,1,2083,0,193,159,0,1,0,0,3
2,13366,1,2,1,279,2,208,271,0,1,1,1,0
2,25619,3,0,2,2446,0,5,209,2,1,0,0,0
1,31808,1,1,2,4210,2,223,169,0,1,0,0,0
2,37619,2,0,1,405,2,279,169,3,0,0,0,0
1,28051,1,7,2,3304,1,97,186,2,0,0,0,0
0,11604,1,4,2,3749,0,240,77,1,1,1,0,1
2,13753,1,1,1,3039,0,77,67,2,1,0,0,2
1,6789,3,5,1,839,0,271,81,2,1,0,0,2
1,17245,3,4,3,1887,0,251,31,0,1,1,0,2
0,22689,1,4,1,1651,1,77,263,3,0,1,1,2
2,11133,2,0,1,2848,2,221,154,2,0,0,0,2
0,25088,0,6,2,1018,0,164,273,1,1,0,0,0
1,7903,2,3,1,46,1,139,134,1,0,1,0,2
